feature,importance
g__Abiotrophia,0.01799076
g__Actinobacillus,0.014715296
g__Aerococcaceae_unclassified,0.009965344
g__Agathobacter,0.013747185
g__Aggregatibacter,0.015282219
g__Alloscardovia,0.023066103
g__Alysiella,0.019376624
g__Anaerostipes,0.008286311
g__Bacteroidetes_unclassified,0.01533013
g__Bifidobacterium,0.014286028
g__Bilophila,0.014936129
g__Blautia,0.012848544
g__Blvii28_wastewater-sludge_group,0.017841127
g__Butyricicoccus,0.011142473
g__Butyrivibrio_2,0.018483398
g__Capnocytophaga,0.025489522
g__Citrobacter,0.020363798
g__Clostridium_sensu_stricto_1,0.017944831
g__Collinsella,0.015331614
g__Corynebacterium,0.025661316
g__Curvibacter,0.016576825
g__Cutibacterium,0.023453059
g__Defluviitaleaceae_UCG-011,0.013667488
g__Desulfobulbus,0.016917452
g__Desulfovibrionaceae_unclassified,0.018154241
g__Eikenella,0.012424855
g__Erysipelotrichaceae_UCG-003,0.016310176
g__Eubacterium]_brachy_group,0.012315136
g__Eubacterium]_saphenum_group,0.014568539
g__F0332,0.017721491
g__Faecalibacterium,0.024263611
g__Family_XIII_unclassified,0.016417522
g__Filifactor,0.009270152
g__Fretibacterium,0.010698448
g__JGI_0000069-P22_unclassified,0.018727742
g__Klebsiella,0.019568909
g__Lachnospiraceae_unclassified,0.023889935
g__Lactobacillus,0.01908238
g__Lautropia,0.013778946
g__Lentimicrobiaceae_unclassified,0.012589087
g__Megasphaera,0.018337255
g__Mollicutes_RF39_unclassified,0.015715493
g__Moraxella,0.020115288
g__Mycoplasma,0.023151247
g__Neisseriaceae_unclassified,0.016165802
g__Parabacteroides,0.019891761
g__Parvimonas,0.010341784
g__Peptostreptococcaceae_unclassified,0.016620865
g__Phascolarctobacterium,0.016512353
g__Prevotella_2,0.022942532
g__Prevotellaceae_UCG-001,0.008731973
g__Quinella,0.016757336
g__Ruminococcaceae_NK4A214_group,0.013167178
g__Ruminococcaceae_UCG-005,0.01522789
g__Ruminococcus]_torques_group,0.013526298
g__Scardovia,0.013558954
g__Selenomonas_3,0.010447784
g__Solobacterium,0.020518487
g__Subdoligranulum,0.020749705
g__Treponema_2,0.0069122883
g__Vibrio,0.01812298
