feature,importance
g__ADurb.Bin063-1,0.0020789383
g__Abiotrophia,0.0024330663
g__Absconditabacteriales_(SR1)_unclassified,0.0014594357
g__Acetatifactor,0.0017977944
g__Acetobacter,0.0006606901
g__Acholeplasma,0.0012584473
g__Acidaminococcus,0.0006020644
g__Acidibacter,0.00068068784
g__Acidipila,0.005277896
g__Acidithiobacillus,0.0
g__Acidobacteria_unclassified,0.004273325
g__Acidobacteriaceae_unclassified,0.00064775907
g__Acidobacteriales_unclassified,0.001401958
g__Acidovorax,0.0027800365
g__Acinetobacter,0.0
g__Actinobacillus,0.0
g__Actinobacteria_unclassified,0.005068551
g__Actinomyces,0.0
g__Actinomycetaceae_unclassified,0.0037781843
g__Actinomycetales_unclassified,0.0
g__Actinomycetospora,0.00069467997
g__Adlercreutzia,0.001799952
g__Aeriscardovia,0.0
g__Aerococcaceae_unclassified,0.0013887668
g__Aeromonas,0.0071143964
g__Agathobacter,0.0
g__Aggregatibacter,0.0016580778
g__Akkermansia,0.0
g__Alistipes,0.0048594773
g__Alkanindiges,0.0028183053
g__Allisonella,0.0041244146
g__Allobaculum,0.004716242
g__Alloprevotella,0.0007532752
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0005526531
g__Alloscardovia,0.0007996841
g__Alphaproteobacteria_unclassified,0.012362019
g__Alsobacter,0.0
g__Altererythrobacter,0.0010871753
g__Alysiella,0.0036643553
g__Aminicenantales_unclassified,0.010173511
g__Anaerococcus,0.0
g__Anaeroglobus,0.0057262783
g__Anaerolineaceae_unclassified,0.0
g__Anaeroplasma,0.0
g__Anaerostipes,0.0
g__Anaerotaenia,0.0
g__Anaerotruncus,0.007167188
g__Anaerovorax,0.0007472691
g__Angelakisella,0.0
g__Aquabacterium,0.006277211
g__Aquincola,0.003943586
g__Arcobacter,0.0
g__Asaccharobacter,0.0
g__Asticcacaulis,0.00017737068
g__Atopobiaceae_unclassified,0.00042244128
g__Atopobium,0.0
g__Azohydromonas,0.0
g__Azospira,0.00873169
g__Azospirillum,0.0
g__Bacillales_unclassified,0.0017619702
g__Bacilli_unclassified,0.0
g__Bacillus,0.00060021295
g__Bacteriovorax,0.0
g__Bacteroidales_unclassified,0.0035697552
g__Bacteroides,0.0016740555
g__Bacteroidetes_unclassified,0.0
g__Barnesiella,0.0
g__Bavariicoccus,0.0
g__Bdellovibrio,0.0
g__Beijerinckiaceae_unclassified,0.006998771
g__Bergeyella,0.0
g__Betaproteobacteria_unclassified,8.450259e-05
g__Bifidobacterium,0.0
g__Bilophila,0.0038545902
g__Blautia,1.2619062e-05
g__Blvii28_wastewater-sludge_group,0.0
g__Bordetella,0.007734595
g__Bosea,0.0016870775
g__Bradyrhizobium,0.0006784108
g__Brevibacterium,0.006858384
g__Brevundimonas,0.0041653407
g__Bryobacter,0.0
g__Bulleidia,0.006878674
g__Burkholderia-Caballeronia-Paraburkholderia,0.0
g__Burkholderiaceae_unclassified,7.118473e-05
g__Burkholderiales_unclassified,0.0
g__Butyricicoccus,0.0070721386
g__Butyricimonas,0.0
g__Butyrivibrio_2,0.0
g__C1-B045,0.004914638
g__C39,0.0018044414
g__CAG-56,0.0
g__Caenimonas,0.0
g__Campylobacter,0.003464819
g__Candidatus_Arthromitus,0.0
g__Candidatus_Endomicrobium,0.0
g__Candidatus_Pacebacteria_unclassified,0.0
g__Candidatus_Saccharibacteria_unclassified,0.0
g__Candidatus_Saccharimonas,0.0
g__Candidatus_Soleaferrea,0.001634247
g__Candidatus_Solibacter,0.0
g__Candidatus_Stoquefichus,0.0
g__Capnocytophaga,0.0
g__Cardiobacterium,0.006170893
g__Catabacter,0.0
g__Catenibacterium,0.0
g__Catonella,0.002035613
g__Caulobacter,0.007120744
g__Caulobacteraceae_unclassified,0.0
g__Centipeda,0.005851677
g__Chitinimonas,0.0
g__Chitinophagaceae_unclassified,0.0
g__Chloroplast_unclassified,0.0
g__Christensenellaceae_R-7_group,0.00071509316
g__Christensenellaceae_unclassified,0.0074977875
g__Chromobacterium,0.0
g__Chryseobacterium,0.002186497
g__Chujaibacter,0.008962876
g__Citrobacter,0.001359883
g__Cloacibacterium,0.0071715224
g__Clostridiales_Family_XIV._Incertae_Sedis_unclassified,0.0
g__Clostridiales_unclassified,0.0012112866
g__Clostridiales_vadinBB60_group_unclassified,0.0
g__Clostridioides,0.0
g__Clostridium,0.0
g__Clostridium_sensu_stricto_1,0.006001393
g__Clostridium_sensu_stricto_10,0.005632914
g__Clostridium_sensu_stricto_3,0.000652259
g__Cm1-21,0.0
g__Collinsella,0.0
g__Comamonadaceae_unclassified,0.0
g__Comamonas,0.004048884
g__Coprobacillus,0.0
g__Coprobacter,0.004164519
g__Coprococcus_1,0.0057985154
g__Coprococcus_2,0.002341886
g__Coprococcus_3,6.488943e-05
g__Coriobacteriaceae_unclassified,0.0
g__Coriobacteriales_Incertae_Sedis_unclassified,0.005926368
g__Corynebacterium,0.0076658656
g__Corynebacterium_1,0.0029323439
g__Cryptobacterium,0.0017979477
g__Curvibacter,0.00084142695
g__Cutibacterium,0.0045600007
g__Cytophaga,0.009613462
g__DNF00809,0.0
g__Dechloromonas,0.0
g__Dechlorosoma,0.0
g__Defluviitaleaceae_UCG-011,0.0
g__Deinococcus,0.0
g__Delftia,0.0
g__Dermacoccus,0.00066356454
g__Dermatophilaceae_unclassified,0.0
g__Desulfobulbus,0.0
g__Desulfomicrobium,0.0072222897
g__Desulfoplanes,0.0
g__Desulfovibrio,0.0
g__Desulfovibrionaceae_unclassified,0.0
g__Dialister,0.0049861423
g__Dolosigranulum,0.0046497537
g__Dorea,0.0017702788
g__Dubosiella,0.0024426037
g__Duganella,0.0005302157
g__Duncaniella,0.0
g__Dyella,0.0
g__Dysgonomonas,0.00021313183
g__Eggerthella,0.0
g__Eggerthellaceae_unclassified,0.017157273
g__Eggerthia,0.0
g__Eikenella,0.0
g__Eisenbergiella,0.0
g__Elizabethkingia,0.0
g__Ellin6067,0.0
g__Elsterales_unclassified,0.0
g__Elusimicrobium,0.0
g__Emticicia,0.0
g__Endobacter,0.0027239504
g__Enhydrobacter,0.0
g__Enorma,0.0
g__Ensifer,0.0
g__Enterobacter,0.0
g__Enterobacterales_unclassified,0.0
g__Enterobacteriaceae_unclassified,0.0
g__Enterococcus,0.0
g__Enterorhabdus,0.0
g__Epulopiscium,0.0017916718
g__Erysipelatoclostridium,0.0053752065
g__Erysipelothrix,0.0
g__Erysipelotrichaceae_UCG-003,0.005804828
g__Erysipelotrichaceae_UCG-004,0.0019423568
g__Erysipelotrichaceae_UCG-006,0.0
g__Escherichia,0.0
g__Escherichia-Shigella,0.0
g__Eubacteriaceae_unclassified,0.0
g__Eubacterium,0.001056456
g__Eubacterium]_brachy_group,0.0
g__Eubacterium]_coprostanoligenes_group,0.0065495544
g__Eubacterium]_eligens_group,0.0
g__Eubacterium]_hallii_group,0.004667479
g__Eubacterium]_nodatum_group,0.0
g__Eubacterium]_oxidoreducens_group,0.0
g__Eubacterium]_ruminantium_group,0.0
g__Eubacterium]_saphenum_group,0.0
g__Eubacterium]_ventriosum_group,0.0
g__Eubacterium]_xylanophilum_group,0.0024480892
g__Eubacterium]_yurii_group,0.0
g__Ezakiella,0.0011056014
g__F0058,2.2980556e-05
g__F0332,0.0005059826
g__F082_unclassified,5.919866e-05
g__FCPS473,0.0
g__Faecalibacterium,0.0
g__Faecalibaculum,0.0
g__Faecalimonas,0.0
g__Family_XIII_AD3011_group,0.0
g__Family_XIII_UCG-001,0.0029214742
g__Family_XIII_unclassified,0.0017754917
g__Fastidiosipila,0.0
g__Fibrella,0.0
g__Filifactor,0.0013496593
g__Finegoldia,0.0017953299
g__Firmicutes_unclassified,0.0064058774
g__Flavobacteriaceae_unclassified,0.005933628
g__Flavobacteriales_unclassified,0.0
g__Flavobacterium,0.009825478
g__Flavonifractor,0.0
g__Flexilinea,0.0
g__Fluviicola,0.0
g__Fournierella,0.0
g__Fretibacterium,0.0
g__Fusicatenibacter,0.0
g__Fusobacterium,0.0029759821
g__GCA-900066225,0.002861843
g__GCA-900066575,0.0
g__Ga0077536_unclassified,0.0
g__Gaiellales_unclassified,0.003204381
g__Gammaproteobacteria_unclassified,0.0
g__Gardnerella,0.0
g__Gastranaerophilales_unclassified,0.0043760915
g__Gemella,0.0017262796
g__Gemmatimonas,0.0
g__Gemmobacter,0.0
g__Geobacillus,0.0
g__Geodermatophilus,0.0
g__Glucerabacter,0.0025395104
g__Gordonia,0.0
g__Gordonibacter,0.009856054
g__Gracilibacteria_unclassified,0.0
g__Granulicatella,0.0
g__Haemophilus,0.0
g__Helicobacter,0.0
g__Herbinix,0.000638648
g__Holdemanella,0.0
g__Holdemania,0.004339794
g__Howardella,0.00028731328
g__Humibacter,0.0
g__Hungatella,0.0
g__Hydrogenophaga,0.0
g__Hymenobacter,0.0
g__Hyphomicrobium,0.0028443246
g__IMCC26256_unclassified,0.0
g__Insolitispirillum,0.0030416318
g__Intestinibacter,0.0
g__Intestinimonas,0.0
g__Izimaplasmatales_unclassified,0.0
g__JG30-KF-AS9_unclassified,0.0
g__JGI_0000069-P22_unclassified,0.0
g__Janibacter,0.0
g__Johnsonella,0.009562748
g__Jonquetella,0.008544697
g__KD4-96_unclassified,0.0
g__KF-JG30-C25_unclassified,0.0017959506
g__Kineothrix,5.683513e-05
g__Kingella,0.0
g__Kinneretia,0.0
g__Klebsiella,0.002456177
g__Kluyvera,0.0
g__Kocuria,0.004045357
g__Kosakonia,0.0
g__Ktedonobacteraceae_unclassified,0.010296382
g__LD29,0.0
g__Lachnoanaerobaculum,0.0
g__Lachnoclostridium,0.014169211
