feature,importance
g__Abiotrophia,0.0028306625
g__Absconditabacteriales_(SR1)_unclassified,0.0038613663
g__Acidobacteria_unclassified,0.0051643755
g__Acidobacteriaceae_unclassified,0.005310023
g__Acidovorax,0.0024364225
g__Actinobacillus,0.0070197997
g__Actinomyces,0.0043831854
g__Actinomycetospora,0.004157669
g__Agathobacter,0.001133631
g__Alistipes,0.0020458917
g__Alloprevotella,0.005175791
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0011212358
g__Alsobacter,0.0020505344
g__Alysiella,0.003157071
g__Anaerococcus,0.0014783684
g__Anaeroglobus,0.002244435
g__Anaerotruncus,0.005589868
g__Anaerovorax,0.00157355
g__Angelakisella,0.001321719
g__Aquabacterium,0.003437069
g__Aquincola,0.0035225565
g__Arcobacter,0.0016063667
g__Asaccharobacter,0.0028179986
g__Atopobiaceae_unclassified,0.01098589
g__Atopobium,0.0028569608
g__Bacillus,0.0014137103
g__Bacteriovorax,0.0035578625
g__Bacteroidales_unclassified,0.0062526474
g__Bavariicoccus,0.0028726188
g__Bifidobacterium,0.0016310445
g__Bilophila,0.0035784726
g__Bordetella,0.0028501332
g__Bosea,0.002518972
g__Bradyrhizobium,0.0011084139
g__Bryobacter,0.0037408958
g__Burkholderiales_unclassified,0.008066479
g__Butyricicoccus,0.0035087815
g__Butyricimonas,0.0036812527
g__Butyrivibrio_2,0.0016279271
g__C1-B045,0.0027303444
g__CAG-56,0.005549649
g__Campylobacter,0.00516263
g__Candidatus_Arthromitus,0.0040875846
g__Candidatus_Endomicrobium,0.004378951
g__Candidatus_Saccharibacteria_unclassified,0.003487941
g__Candidatus_Stoquefichus,0.0043965895
g__Capnocytophaga,0.0051236846
g__Cardiobacterium,0.0029146662
g__Caulobacteraceae_unclassified,0.00036817984
g__Chloroplast_unclassified,0.001987689
g__Christensenellaceae_R-7_group,0.0035486035
g__Christensenellaceae_unclassified,0.005573685
g__Citrobacter,0.0037395381
g__Clostridiales_Family_XIV._Incertae_Sedis_unclassified,0.008804746
g__Clostridioides,0.002997522
g__Clostridium,0.0067207674
g__Clostridium_sensu_stricto_1,0.002961849
g__Clostridium_sensu_stricto_10,0.0062832036
g__Cm1-21,0.0036527377
g__Collinsella,0.0037573278
g__Coprobacillus,0.008669923
g__Corynebacterium_1,0.0010264955
g__Cryptobacterium,0.0023011242
g__Curvibacter,0.0030415102
g__Cutibacterium,0.0040237918
g__DNF00809,0.0031486677
g__Dechlorosoma,0.004176518
g__Dermacoccus,0.001471464
g__Dermatophilaceae_unclassified,0.0028524585
g__Desulfobulbus,0.0041908566
g__Dorea,0.0013669904
g__Dyella,0.00094297656
g__Dysgonomonas,0.0
g__Eggerthella,0.0052702753
g__Eggerthellaceae_unclassified,0.003079286
g__Eggerthia,0.0041752127
g__Eisenbergiella,0.0
g__Elizabethkingia,0.00044935406
g__Endobacter,0.0030532163
g__Enorma,0.0038775878
g__Ensifer,0.0011392873
g__Enterobacter,0.000991114
g__Enterobacteriaceae_unclassified,0.0052308165
g__Epulopiscium,0.0016782382
g__Erysipelatoclostridium,0.0023482621
g__Erysipelothrix,0.0037452234
g__Erysipelotrichaceae_UCG-004,0.0030782185
g__Eubacterium]_coprostanoligenes_group,0.004191198
g__Eubacterium]_eligens_group,0.00069889275
g__Eubacterium]_nodatum_group,0.0027798316
g__Eubacterium]_oxidoreducens_group,0.004986903
g__Eubacterium]_ruminantium_group,0.00496729
g__Eubacterium]_saphenum_group,0.0017858905
g__Eubacterium]_ventriosum_group,0.0024916949
g__Eubacterium]_yurii_group,0.0023588843
g__Fastidiosipila,0.0040988782
g__Fibrella,0.004926708
g__Firmicutes_unclassified,0.0042101117
g__Flavobacteriaceae_unclassified,0.0052495394
g__Flavobacteriales_unclassified,0.0031712833
g__Flavobacterium,0.0011610831
g__Flavonifractor,0.002087644
g__Fusicatenibacter,0.00317061
g__Fusobacterium,0.0038214833
g__GCA-900066225,0.0046071354
g__GCA-900066575,0.0047809808
g__Gaiellales_unclassified,0.004845806
g__Gardnerella,0.0047289496
g__Gastranaerophilales_unclassified,0.0022603404
g__Gemmatimonas,0.0019625423
g__Gemmobacter,0.0031820622
g__Geodermatophilus,0.0036907704
g__Glucerabacter,0.0036140648
g__Gordonia,0.0022654964
g__Gordonibacter,0.0036358282
g__Granulicatella,0.004509358
g__Herbinix,0.006009109
g__Holdemanella,0.0018069511
g__Howardella,0.0
g__Humibacter,0.004216088
g__Hungatella,0.004697577
g__Hydrogenophaga,0.015198985
g__Hymenobacter,0.0032586132
g__Hyphomicrobium,0.0066346982
g__IMCC26256_unclassified,0.0031113438
g__Intestinibacter,0.0022783212
g__Izimaplasmatales_unclassified,0.0026101095
g__JGI_0000069-P22_unclassified,0.0028072994
g__Janibacter,0.002466546
g__Johnsonella,0.0087811975
g__Jonquetella,0.0027104218
g__KD4-96_unclassified,0.0035931848
g__KF-JG30-C25_unclassified,0.0026576738
g__Kineothrix,0.0021888008
g__Kinneretia,0.0049473085
g__Kluyvera,0.0027829902
g__Kosakonia,0.0042561158
g__Ktedonobacteraceae_unclassified,0.010610664
g__Lachnoanaerobaculum,0.0023746297
g__Lachnospiraceae_UCG-006,0.00478036
g__Lachnospiraceae_XPB1014_group,0.00069569366
g__Lactobacillales_unclassified,0.0037741084
g__Lactobacillus,0.0035512333
g__Lactococcus,0.0047494876
g__Lautropia,0.00057681696
g__Lawsonella,0.0049103117
g__Leclercia,0.0015155013
g__Lineage_IV_unclassified,0.0050570597
g__Luteolibacter,0.0048362417
g__Lysinibacillus,0.0037743144
g__Marvinbryantia,0.005383636
g__Megamonas,0.0016959992
g__Megasphaera,0.00150576
g__Mesorhizobium,0.0041218824
g__Methylophilus,0.005105264
g__Methyloversatilis,0.0038069736
g__Mobiluncus,0.003574579
g__Mollicutes_RF39_unclassified,0.0012023982
g__Morganella,0.002730035
g__Moryella,0.0
g__Muribaculum,0.0029851224
g__Mycobacterium,0.0028543815
g__Mycoplasma,0.0030063046
g__Negativibacillus,0.0029244013
g__Neisseria,0.005636799
g__Novispirillum,0.0033766008
g__Novosphingobium,0.0022555054
g__Nubsella,0.0026827233
g__Oribacterium,0.0023035428
g__Ornithinimicrobium,0.0032062882
g__Oscillibacter,0.002263503
g__P5D1-392_unclassified,0.0067861266
g__Paenisporosarcina,0.005475492
g__Pajaroellobacter,0.0068444638
g__Paracoccus,0.004765799
g__Paraprevotella,0.0007032986
g__Parvimonas,0.00018595967
g__Pasteurellales_unclassified,0.0022669022
g__Pelistega,0.0068651796
g__Peptoanaerobacter,0.0047683767
g__Peptococcus,0.003068453
g__Peptoniphilus,0.0037493657
g__Peptostreptococcus,0.0014084624
g__Peredibacter,0.0011416019
g__Phascolarctobacterium,0.004990045
g__Phocaeicola,0.0027066201
g__Phyllobacteriaceae_unclassified,0.0050291885
g__Planktomarina,0.0014622251
g__Polynucleobacter,0.0019798987
