feature,importance
g__ADurb.Bin063-1,0.0
g__Abiotrophia,0.0012891708
g__Absconditabacteriales_(SR1)_unclassified,0.0
g__Acetatifactor,0.0010869096
g__Acetobacter,0.0
g__Acholeplasma,0.0020540326
g__Acidaminococcus,0.0
g__Acidibacter,0.0
g__Acidipila,0.0089944005
g__Acidithiobacillus,0.0
g__Acidobacteria_unclassified,0.005463395
g__Acidobacteriaceae_unclassified,0.0029317061
g__Acidobacteriales_unclassified,0.0
g__Acidovorax,0.0095450375
g__Acinetobacter,0.0028950272
g__Actinobacillus,0.0
g__Actinobacteria_unclassified,0.0018893183
g__Actinomyces,0.002874439
g__Actinomycetaceae_unclassified,0.0
g__Actinomycetales_unclassified,0.0
g__Actinomycetospora,0.002331146
g__Adlercreutzia,0.0011933066
g__Aeriscardovia,0.0038140393
g__Aerococcaceae_unclassified,0.0
g__Aeromonas,0.0005657413
g__Agathobacter,0.0011804823
g__Aggregatibacter,0.0004543301
g__Akkermansia,0.0
g__Alistipes,0.0011252539
g__Alkanindiges,0.0
g__Allisonella,0.0019482794
g__Allobaculum,0.0007154471
g__Alloprevotella,0.0028932425
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0014996702
g__Alloscardovia,0.00306724
g__Alphaproteobacteria_unclassified,0.0013862188
g__Alsobacter,0.0025898956
g__Altererythrobacter,0.0011901753
g__Alysiella,0.004142696
g__Aminicenantales_unclassified,0.0027045663
g__Anaerococcus,0.0015762963
g__Anaeroglobus,0.003074845
g__Anaerolineaceae_unclassified,0.00059198076
g__Anaeroplasma,0.001910519
g__Anaerostipes,0.0006448362
g__Anaerotaenia,0.0
g__Anaerotruncus,0.0
g__Anaerovorax,0.0015953064
g__Angelakisella,0.00028262698
g__Aquabacterium,0.0017894289
g__Aquincola,0.001979424
g__Arcobacter,0.0
g__Asaccharobacter,0.0041119163
g__Asticcacaulis,0.0022970042
g__Atopobiaceae_unclassified,0.011551649
g__Atopobium,0.0018894536
g__Azohydromonas,0.0021085115
g__Azospira,0.0030287225
g__Azospirillum,0.0006766778
g__Bacillales_unclassified,0.0010531062
g__Bacilli_unclassified,0.0005085762
g__Bacillus,0.0
g__Bacteriovorax,0.0030967747
g__Bacteroidales_unclassified,0.0023266894
g__Bacteroides,0.0022342713
g__Bacteroidetes_unclassified,0.0
g__Barnesiella,0.0023599402
g__Bavariicoccus,0.005390064
g__Bdellovibrio,0.0021088491
g__Beijerinckiaceae_unclassified,0.0043556993
g__Bergeyella,0.00041729352
g__Betaproteobacteria_unclassified,0.0031399536
g__Bifidobacterium,0.0014412435
g__Bilophila,0.0
g__Blautia,0.0018414113
g__Blvii28_wastewater-sludge_group,0.0004174815
g__Bordetella,0.0
g__Bosea,0.0017269573
g__Bradyrhizobium,0.0018670204
g__Brevibacterium,0.0012166207
g__Brevundimonas,0.0018941811
g__Bryobacter,0.0014031755
g__Bulleidia,0.0
g__Burkholderia-Caballeronia-Paraburkholderia,0.0016938016
g__Burkholderiaceae_unclassified,0.012758074
g__Burkholderiales_unclassified,0.0034686644
g__Butyricicoccus,0.001958205
g__Butyricimonas,0.0
g__Butyrivibrio_2,0.0
g__C1-B045,0.003279952
g__C39,0.0
g__CAG-56,7.5677315e-05
g__Caenimonas,0.0005754505
g__Campylobacter,0.0035408058
g__Candidatus_Arthromitus,0.00062327716
g__Candidatus_Endomicrobium,0.0030049973
g__Candidatus_Pacebacteria_unclassified,0.0021184671
g__Candidatus_Saccharibacteria_unclassified,0.0012022923
g__Candidatus_Saccharimonas,0.0
g__Candidatus_Soleaferrea,0.002676237
g__Candidatus_Solibacter,0.00042381964
g__Candidatus_Stoquefichus,0.0009011554
g__Capnocytophaga,0.0027539984
g__Cardiobacterium,0.0015715462
g__Catabacter,0.0022686739
g__Catenibacterium,0.0015958423
g__Catonella,0.00096872146
g__Caulobacter,0.005205529
g__Caulobacteraceae_unclassified,0.003910319
g__Centipeda,0.0
g__Chitinimonas,0.0
g__Chitinophagaceae_unclassified,0.0
g__Chloroplast_unclassified,0.0
g__Christensenellaceae_R-7_group,0.0
g__Christensenellaceae_unclassified,0.0043610777
g__Chromobacterium,0.002478527
g__Chryseobacterium,0.0010950901
g__Chujaibacter,0.0018356853
g__Citrobacter,0.0016678723
g__Cloacibacterium,0.004028517
g__Clostridiales_Family_XIV._Incertae_Sedis_unclassified,0.00027566572
g__Clostridiales_unclassified,0.0024677601
g__Clostridiales_vadinBB60_group_unclassified,0.0
g__Clostridioides,0.00059740536
g__Clostridium,0.0
g__Clostridium_sensu_stricto_1,0.0010223819
g__Clostridium_sensu_stricto_10,0.00060921814
g__Clostridium_sensu_stricto_3,0.0023713447
g__Cm1-21,0.0030820197
g__Collinsella,0.0024146303
g__Comamonadaceae_unclassified,0.0
g__Comamonas,0.00077644904
g__Coprobacillus,0.0
g__Coprobacter,0.00063965784
g__Coprococcus_1,0.0010394072
g__Coprococcus_2,0.00032796012
g__Coprococcus_3,0.0026509038
g__Coriobacteriaceae_unclassified,0.00093696086
g__Coriobacteriales_Incertae_Sedis_unclassified,0.0013064718
g__Corynebacterium,0.0037591099
g__Corynebacterium_1,0.0
g__Cryptobacterium,0.0017571873
g__Curvibacter,0.003694657
g__Cutibacterium,0.002893483
g__Cytophaga,0.0015931047
g__DNF00809,0.0035977801
g__Dechloromonas,0.0
g__Dechlorosoma,0.0026532996
g__Defluviitaleaceae_UCG-011,0.0011153958
g__Deinococcus,0.003994151
g__Delftia,0.0034128122
g__Dermacoccus,0.0
g__Dermatophilaceae_unclassified,0.0020985124
g__Desulfobulbus,0.002541509
g__Desulfomicrobium,0.001107538
g__Desulfoplanes,0.00095622306
g__Desulfovibrio,0.0028080174
g__Desulfovibrionaceae_unclassified,0.0004807764
g__Dialister,0.0032419425
g__Dolosigranulum,0.0031534205
g__Dorea,0.0020121369
g__Dubosiella,0.0009452163
g__Duganella,0.0
g__Duncaniella,0.003654158
g__Dyella,0.0
g__Dysgonomonas,0.0042367503
g__Eggerthella,0.0
g__Eggerthellaceae_unclassified,0.0014701873
g__Eggerthia,0.005049032
g__Eikenella,0.003007978
g__Eisenbergiella,0.0
g__Elizabethkingia,0.0
g__Ellin6067,0.007315626
g__Elsterales_unclassified,0.0003148243
g__Elusimicrobium,0.0
g__Emticicia,0.00069654355
g__Endobacter,0.0007378114
g__Enhydrobacter,0.0009842556
g__Enorma,0.0015447772
g__Ensifer,0.0
g__Enterobacter,0.0
g__Enterobacterales_unclassified,0.00032988575
g__Enterobacteriaceae_unclassified,0.0051769945
g__Enterococcus,0.0020993499
g__Enterorhabdus,0.0
g__Epulopiscium,0.0009054758
g__Erysipelatoclostridium,0.0014235845
g__Erysipelothrix,0.00045122075
g__Erysipelotrichaceae_UCG-003,0.0024564387
g__Erysipelotrichaceae_UCG-004,0.0
g__Erysipelotrichaceae_UCG-006,0.002335536
g__Escherichia,0.0072436696
