feature,importance
g__ADurb.Bin063-1,0.002336165143387547
g__Acidaminococcus,0.0017567975975544025
g__Acidithiobacillus,0.0019465019200510492
g__Acidobacteria_unclassified,0.0029895694253387456
g__Acidovorax,0.005823088460245054
g__Actinobacillus,0.003114197724796203
g__Actinomycetales_unclassified,0.00247029277471439
g__Actinomycetospora,0.0020795345237491322
g__Adlercreutzia,0.0017881370801072227
g__Aerococcaceae_unclassified,0.0033567544030457886
g__Agathobacter,0.004114131254475981
g__Aggregatibacter,0.0033713345237703913
g__Alkanindiges,0.0023448579903811383
g__Allobaculum,0.0022880469317395954
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0008825727158934287
g__Alphaproteobacteria_unclassified,0.00269939816333297
g__Altererythrobacter,0.0022890125099743037
g__Alysiella,0.00573943251933481
g__Aminicenantales_unclassified,0.0025087172879085197
g__Anaerolineaceae_unclassified,0.0035273718394938625
g__Anaeroplasma,0.001515602203690212
g__Anaerotruncus,0.003218472053670753
g__Aquabacterium,0.004577625973781238
g__Arcobacter,0.004160909909462539
g__Azospira,0.004619901418479843
g__Azospirillum,0.002961898276402187
g__Bacillales_unclassified,0.002179164310803815
g__Bacteroides,0.003698333510763662
g__Bdellovibrio,0.0027940867555260483
g__Betaproteobacteria_unclassified,0.004891229424041748
g__Blvii28_wastewater-sludge_group,0.007042500043597084
g__Bradyrhizobium,0.008289152019070807
g__Brevibacterium,0.0024963051580097237
g__Brevundimonas,0.0030130866942579496
g__Bryobacter,0.0036613317648983333
g__Bulleidia,0.003521676401094862
g__Burkholderiaceae_unclassified,0.0010872175109255555
g__Burkholderiales_unclassified,0.0036672910528062082
g__Butyricicoccus,0.00633044907072304
g__Butyrivibrio_2,0.005271618260627836
g__Caenimonas,0.004120472326970371
g__Candidatus_Pacebacteria_unclassified,0.001920833508044293
g__Candidatus_Saccharimonas,0.002872125791289803
g__Candidatus_Solibacter,0.0035674119390836753
g__Candidatus_Stoquefichus,0.004848098546934201
g__Catenibacterium,0.0013538182066079134
g__Catonella,0.0019340023660583746
g__Caulobacter,0.002637092483429784
g__Caulobacteraceae_unclassified,0.0024560527998875406
g__Chitinimonas,0.0005788608959706187
g__Chloroplast_unclassified,0.0023615143369058807
g__Christensenellaceae_R-7_group,0.00835464435020465
g__Christensenellaceae_unclassified,0.01143499296352053
g__Chromobacterium,0.006765379590183539
g__Chryseobacterium,0.004141615556180244
g__Cloacibacterium,0.003900093090504926
g__Clostridiales_unclassified,0.003908367055537204
g__Clostridiales_vadinBB60_group_unclassified,0.0024199315931380245
g__Clostridium,0.002884494797854605
g__Clostridium_sensu_stricto_1,0.003401522853244862
g__Cm1-21,0.005766086699319393
g__Collinsella,0.002712790681410804
g__Coprobacter,0.003308346839299926
g__Coprococcus_2,0.003902756329518977
g__Coprococcus_3,0.004565611293838767
g__Coriobacteriaceae_unclassified,0.004173360359368355
g__Corynebacterium_1,0.0030695239465923225
g__DNF00809,0.004204416683817742
g__Defluviitaleaceae_UCG-011,0.001488969803525464
g__Deinococcus,0.006658786644110398
g__Delftia,0.002611764738857084
g__Dermacoccus,0.0026129053577699187
g__Desulfovibrio,0.0020100649618593285
g__Dubosiella,0.004958208243932937
g__Dysgonomonas,0.002170939363488365
g__Eggerthella,0.002050847539269475
g__Elizabethkingia,0.0033869851618133994
g__Emticicia,0.002278033672644194
g__Enhydrobacter,0.0021405301938673496
g__Ensifer,0.004979568242797748
g__Enterobacter,0.0021390449456213235
g__Enterobacterales_unclassified,0.0015111204032221982
g__Epulopiscium,0.0016311266711967589
g__Erysipelothrix,0.0028955947671962623
g__Escherichia-Shigella,0.002155147056215161
g__Eubacterium,0.00417629800654881
g__Eubacterium]_brachy_group,0.0027763595880557325
g__Eubacterium]_coprostanoligenes_group,0.001410129639734604
g__Eubacterium]_eligens_group,0.003920028334161023
g__Eubacterium]_hallii_group,0.003497403983000348
g__Eubacterium]_nodatum_group,0.0009351304267848385
g__Eubacterium]_ruminantium_group,0.003175293656064782
g__Eubacterium]_saphenum_group,0.0008996800763020168
g__Ezakiella,0.001803102172254688
g__F0058,0.0033015715849089907
g__F082_unclassified,0.0027887801091874736
g__FCPS473,0.0017507868794787434
g__Faecalibacterium,0.007748039686578884
g__Faecalimonas,0.001185324152458528
g__Family_XIII_AD3011_group,0.004872431483650255
g__Family_XIII_unclassified,0.003505607021454462
g__Fastidiosipila,0.0038581029694754634
g__Fibrella,0.0028606337904704703
g__Finegoldia,0.0029176384676386866
g__Firmicutes_unclassified,0.002319541254120749
g__Flexilinea,0.002261675538734467
g__Fretibacterium,0.0014069017471435913
g__Fusicatenibacter,0.0020885696997409984
g__GCA-900066575,0.0019243746525452782
g__Gammaproteobacteria_unclassified,0.002772764734940023
g__Gardnerella,0.0019665540430868693
g__Gemella,0.002506436554407066
g__Glucerabacter,0.0023615537357386755
g__Gordonia,0.003758161857394706
g__Gordonibacter,0.005265743412703217
g__Gracilibacteria_unclassified,0.002496939791743984
g__Granulicatella,0.0024535303349515836
g__Haemophilus,0.010493077659584632
g__Helicobacter,0.004068992567291085
g__Holdemanella,0.0020804509622820056
g__Howardella,0.0036203939916201614
g__Hungatella,0.0030945230210216042
g__Hymenobacter,0.002622903804581962
g__Hyphomicrobium,0.005463009127647118
g__IMCC26256_unclassified,0.0022319936206819844
g__Insolitispirillum,0.0018944081666875336
g__Intestinibacter,0.004076026279700789
g__Intestinimonas,0.0024712625301426265
g__Izimaplasmatales_unclassified,0.005829099233390486
g__JG30-KF-AS9_unclassified,0.0025808888462400354
g__JGI_0000069-P22_unclassified,0.006213278911861186
g__KD4-96_unclassified,0.004110129559270428
g__KF-JG30-C25_unclassified,0.004708942483028004
g__Kineothrix,0.003154488879910824
g__Kingella,0.0017600911587877309
g__Kluyvera,0.0026141317447229
g__Kocuria,0.0046133193627312516
g__Kosakonia,0.0027075868712962497
g__Lachnoclostridium,0.009842912721551042
g__Lachnospiraceae_UCG-006,0.0035112783868777126
g__Lachnospiraceae_UCG-010,0.0021057495473644754
g__Lachnospiraceae_unclassified,0.004129561843999276
g__Lactobacillus,0.0036004452561788527
g__Lautropia,0.0017971637393493119
g__Lawsonella,0.001590184320799322
g__Leclercia,0.0037962416218917773
g__Leifsonia,0.007281758144563098
g__Leptotrichia,0.005808657100009546
g__Leuconostoc,0.0029204831558774817
g__Luteimonas,0.006650569014877387
g__Luteitalea,0.00632859282390778
g__Lysobacter,0.004628795194339505
g__Macrococcus,0.002816618117576502
g__Massilia,0.0034484741747123075
g__Mesorhizobium,0.005412655254736822
g__Methylacidiphilaceae_unclassified,0.0023559817906737683
g__Methyloversatilis,0.005498940755388638
g__Microbacteriaceae_unclassified,0.002103263245917599
g__Micrococcus,0.008110503163730786
g__Mitsuaria,0.003209017036914993
g__Mogibacterium,0.002037286181554635
g__Moraxella,0.0068985080150785315
g__Moryella,0.003150982368433726
g__Mucispirillum,0.0039098183957442965
g__Mycoplasma,0.010115136092217676
g__Neisseria,0.009066131684205368
g__Neisseriaceae_unclassified,0.005222254549601616
g__Neomicrococcus,0.0020684523467940164
g__Niveispirillum,0.003290448788163361
g__Nubsella,0.00707026785340724
g__OM43_clade,0.0013416691005128537
g__OPB56_unclassified,0.0015016465294611409
g__Oceanivirga,0.0035297720967655535
g__Ochrobactrum,0.0029859251617662085
g__Odoribacter,0.002869216614213111
g__Olsenella,0.0022054820644409946
g__Ornithinimicrobium,0.005436834172234452
g__Paenisporosarcina,0.0077684799703273705
g__Pajaroellobacter,0.0068435866105204255
g__Pandoraea,0.0022846259166303604
g__Parabacteroides,0.0047583765182412485
g__Paracaedibacteraceae_unclassified,0.005501588234587487
g__Paraeggerthella,0.0028549065630974453
g__Paramuribaculum,0.01143333580377162
g__Paraprevotella,0.0020063960776553645
g__Pediococcus,0.0031996592266883856
g__Pedosphaeraceae_unclassified,0.0034156471990582147
g__Peptoclostridium,0.001281099312053978
g__Peptococcaceae_unclassified,0.0022112482852212826
g__Peptococcus,0.0042294930550898415
g__Peptostreptococcus,0.0037714813606591177
g__Phocaeicola,0.004516859489552225
g__Phreatobacter,0.009837340621259204
g__Planktothrix_NIVA-CYA_15,0.004024787420159709
g__Pleomorphomonadaceae_unclassified,0.00665164238628178
g__Polynucleobacter,0.0031946359969843674
g__Prevotella_2,0.010028269596089809
g__Prevotella_6,0.007059214729331501
g__Prevotella_7,0.005540306106491675
g__Prevotella_9,0.0018168489742636477
g__Prevotellaceae_Ga6A1_group,0.004344602756257287
g__Prevotellaceae_UCG-001,0.003216063873552426
g__Prevotellaceae_UCG-003,0.002649808647306199
g__Prevotellaceae_UCG-004,0.0035703561652063796
g__Proteobacteria_unclassified,0.003253415820787751
g__Providencia,0.0067620920957878776
g__Pseudacidovorax,0.007151894788674772
g__Pseudoduganella,0.0023181233289622486
g__Pseudopropionibacterium,0.0032284472797179517
g__Pseudoxanthomonas,0.00458292273226317
g__Psychrobacter,0.0035342280155436444
g__Pygmaiobacter,0.00438237605092075
g__Qingshengfania,0.0022760319622430166
g__Ralstonia,0.0044655103715516955
g__Raoultella,0.0033621982038777062
g__Romboutsia,0.0019772725939797035
g__Roseateles,0.005256166095685239
g__Roseiflexaceae_unclassified,0.0024725144129220653
g__Roseomonas,0.0022663023873113123
g__Ruminiclostridium,0.0011282592453500653
g__Ruminiclostridium_5,0.00431866716456792
g__Ruminiclostridium_6,0.0029523737461685457
g__Ruminococcaceae_UCG-003,0.0020211837788904675
g__Ruminococcaceae_UCG-004,0.0018940051884717094
g__Ruminococcaceae_UCG-005,0.005056166365249011
g__Ruminococcaceae_UCG-010,0.007865075532832909
g__Ruminococcaceae_UCG-014,0.002540948665510204
g__Ruminococcaceae_V9D2013_group,0.003771445808963015
g__Ruminococcaceae_unclassified,0.0011237705702242685
g__Ruminococcus]_torques_group,0.0035689062452217537
