accuracy_random,precision_random,recall_random,f1_score_random
0.3968253968253968,0.3968253968253968,0.3968253968253968,0.3968253968253968
0.36507936507936506,0.36507936507936506,0.36507936507936506,0.36507936507936506
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.36507936507936506,0.36507936507936506,0.36507936507936506,0.36507936507936506
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.36507936507936506,0.36507936507936506,0.36507936507936506,0.36507936507936506
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5873015873015873
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5873015873015873
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.6507936507936508,0.6507936507936508,0.6507936507936508,0.6507936507936508
0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5873015873015873
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.36507936507936506,0.36507936507936506,0.36507936507936506,0.36507936507936506
0.3968253968253968,0.3968253968253968,0.3968253968253968,0.3968253968253968
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.746031746031746,0.746031746031746,0.746031746031746,0.746031746031746
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.2698412698412698,0.2698412698412698,0.2698412698412698,0.2698412698412698
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5873015873015873
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5873015873015873
0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5873015873015873
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.6190476190476191,0.6190476190476191,0.6190476190476191,0.6190476190476191
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5873015873015873
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.3968253968253968,0.3968253968253968,0.3968253968253968,0.3968253968253968
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5873015873015873,0.5873015873015873,0.5873015873015873,0.5873015873015873
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.4603174603174603,0.4603174603174603,0.4603174603174603,0.4603174603174603
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.5238095238095238,0.5238095238095238,0.5238095238095238,0.5238095238095238
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
0.49206349206349204,0.49206349206349204,0.49206349206349204,0.49206349206349204
0.42857142857142855,0.42857142857142855,0.42857142857142855,0.42857142857142855
0.5555555555555556,0.5555555555555556,0.5555555555555556,0.5555555555555556
