feature,importance
g__ADurb.Bin063-1,0.0066676713
g__Abiotrophia,0.0013552362
g__Absconditabacteriales_(SR1)_unclassified,0.0025864674
g__Acetatifactor,0.0005078894
g__Acetobacter,0.0
g__Acholeplasma,0.0025607762
g__Acidaminococcus,0.0028204778
g__Acidibacter,0.0007833418
g__Acidipila,3.8108003e-05
g__Acidithiobacillus,0.000704305
g__Acidobacteria_unclassified,0.0013598512
g__Acidobacteriaceae_unclassified,0.005291413
g__Acidobacteriales_unclassified,0.000316101
g__Acidovorax,0.0017403768
g__Acinetobacter,0.0011796113
g__Actinobacillus,0.002578764
g__Actinobacteria_unclassified,0.00023690978
g__Actinomyces,0.0026420837
g__Actinomycetaceae_unclassified,0.0006895911
g__Actinomycetales_unclassified,0.001473458
g__Actinomycetospora,0.0007195438
g__Adlercreutzia,0.00038638158
g__Aeriscardovia,0.00038330918
g__Aerococcaceae_unclassified,0.0019556214
g__Aeromonas,0.0013645419
g__Agathobacter,0.0011632569
g__Aggregatibacter,0.0027119573
g__Akkermansia,0.0006355785
g__Alistipes,0.0
g__Alkanindiges,0.00013365442
g__Allisonella,0.00227856
g__Allobaculum,0.0008921281
g__Alloprevotella,0.00087434665
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0012785504
g__Alloscardovia,0.00019284883
g__Alphaproteobacteria_unclassified,0.0010075617
g__Alsobacter,0.0020474354
g__Altererythrobacter,0.0011586547
g__Alysiella,0.00046502997
g__Aminicenantales_unclassified,0.011451547
g__Anaerococcus,0.0016724317
g__Anaeroglobus,0.004357821
g__Anaerolineaceae_unclassified,0.00063170405
g__Anaeroplasma,0.0015644301
g__Anaerostipes,0.00062801794
g__Anaerotaenia,0.0013167391
g__Anaerotruncus,0.0009501413
g__Anaerovorax,0.0014434016
g__Angelakisella,0.0029615872
g__Aquabacterium,0.0015565353
g__Aquincola,0.00029282222
g__Arcobacter,0.0
g__Asaccharobacter,0.0011146407
g__Asticcacaulis,0.0047667515
g__Atopobiaceae_unclassified,0.0013754244
g__Atopobium,0.0020258632
g__Azohydromonas,0.000719642
g__Azospira,0.0038496347
g__Azospirillum,0.001351408
g__Bacillales_unclassified,0.00073937344
g__Bacilli_unclassified,0.0
g__Bacillus,0.0005712774
g__Bacteriovorax,0.000798453
g__Bacteroidales_unclassified,0.00053394097
g__Bacteroides,0.0006049939
g__Bacteroidetes_unclassified,0.0020609857
g__Barnesiella,0.008722718
g__Bavariicoccus,0.0006396677
g__Bdellovibrio,0.0012107911
g__Beijerinckiaceae_unclassified,0.0024215311
g__Bergeyella,0.00082320615
g__Betaproteobacteria_unclassified,0.00046100406
g__Bifidobacterium,0.00027734542
g__Bilophila,0.0017695862
g__Blautia,0.001100488
g__Blvii28_wastewater-sludge_group,0.0015204694
g__Bordetella,0.0010763911
g__Bosea,0.0009613379
g__Bradyrhizobium,0.0007453043
g__Brevibacterium,0.0
g__Brevundimonas,0.0024875267
g__Bryobacter,0.0002837856
g__Bulleidia,0.0010221145
g__Burkholderia-Caballeronia-Paraburkholderia,0.0012470819
g__Burkholderiaceae_unclassified,0.0014962256
