feature,importance
g__Abiotrophia,0.0038678069
g__Absconditabacteriales_(SR1)_unclassified,0.0
g__Acidaminococcus,0.0
g__Acidibacter,0.004428998
g__Actinobacillus,0.0
g__Actinobacteria_unclassified,0.006751256
g__Actinomycetospora,0.0
g__Aerococcaceae_unclassified,0.0
g__Agathobacter,0.0
g__Aggregatibacter,0.0072945245
g__Akkermansia,0.0041835057
g__Alistipes,0.0
g__Alloscardovia,0.0
g__Alysiella,0.007348143
g__Anaeroglobus,0.0
g__Anaerostipes,0.0011414572
g__Bacilli_unclassified,0.00569448
g__Bacteriovorax,0.0062203193
g__Bacteroidales_unclassified,0.038559314
g__Bacteroidetes_unclassified,0.01013894
g__Bergeyella,0.011221884
g__Betaproteobacteria_unclassified,0.0025347425
g__Bifidobacterium,0.0088178
g__Bilophila,0.007820632
g__Blvii28_wastewater-sludge_group,0.0050458494
g__Bulleidia,0.0
g__Butyricicoccus,0.0028844795
g__C39,0.0
g__CAG-56,0.002014995
g__Candidatus_Saccharibacteria_unclassified,0.0
g__Candidatus_Saccharimonas,0.0054725525
g__Candidatus_Soleaferrea,0.02122172
g__Capnocytophaga,0.015654836
g__Catenibacterium,0.012475082
g__Catonella,0.0
g__Chloroplast_unclassified,0.0
g__Christensenellaceae_R-7_group,0.0
g__Clostridiales_unclassified,0.0011961072
g__Clostridiales_vadinBB60_group_unclassified,0.0
g__Clostridium_sensu_stricto_1,0.015141613
g__Collinsella,0.0007136735
g__Comamonadaceae_unclassified,0.0016106241
g__Comamonas,0.00069369614
g__Coprococcus_3,0.0
g__Corynebacterium,0.002201524
g__Cryptobacterium,0.007344243
g__Curvibacter,0.011041452
g__Cutibacterium,0.018386254
g__Cytophaga,0.0005543373
g__DNF00809,0.0
g__Defluviitaleaceae_UCG-011,0.004391457
g__Deinococcus,0.007201338
g__Desulfobulbus,0.00901726
g__Desulfomicrobium,0.0
g__Desulfoplanes,0.0
g__Desulfovibrio,0.008636379
g__Desulfovibrionaceae_unclassified,0.0
g__Dialister,0.0037236204
g__Dorea,0.0
g__Eggerthellaceae_unclassified,0.032902032
g__Eikenella,0.0010926069
g__Enhydrobacter,0.0
g__Enterobacter,0.0
g__Enterorhabdus,0.0009171409
g__Erysipelatoclostridium,0.0027906925
g__Erysipelotrichaceae_UCG-003,0.0035145278
g__Escherichia,0.0
g__Escherichia-Shigella,0.0010600847
g__Eubacterium]_brachy_group,0.0022696108
g__Eubacterium]_coprostanoligenes_group,0.0327728
g__Eubacterium]_hallii_group,0.0
g__Eubacterium]_saphenum_group,0.0
g__Ezakiella,0.017157353
g__F0058,0.0
g__F0332,0.009883472
g__Family_XIII_UCG-001,0.006979043
g__Family_XIII_unclassified,0.0017382145
g__Filifactor,0.0
g__Finegoldia,0.0
g__Flavobacteriales_unclassified,0.0
g__Flavonifractor,0.0010575637
g__Fretibacterium,0.013730118
g__Fusobacterium,0.0
g__Gammaproteobacteria_unclassified,0.0012610751
g__Gardnerella,0.0011448353
g__Gordonia,0.0
g__Gracilibacteria_unclassified,0.0
g__Granulicatella,0.0
g__Helicobacter,0.0
g__Herbinix,0.0
g__Howardella,0.0
g__Insolitispirillum,0.006081047
g__Intestinibacter,0.0
g__Intestinimonas,0.017082402
g__Izimaplasmatales_unclassified,0.015710324
g__JGI_0000069-P22_unclassified,0.02490115
g__Johnsonella,0.0
g__Klebsiella,0.014143714
g__Lachnoclostridium,0.01493619
g__Lachnospiraceae_NK4A136_group,0.0
g__Lachnospiraceae_UCG-006,0.03883419
g__Lachnospiraceae_unclassified,0.0015902693
g__Lactobacillales_unclassified,0.0018569756
g__Lautropia,0.0013602608
g__Lentimicrobiaceae_unclassified,0.014524807
g__Luteimonas,0.0009925247
g__Massilia,0.0
g__Megamonas,0.011235936
g__Megasphaera,0.0
g__Micrococcus,0.013570553
g__Mobiluncus,0.0041208863
g__Mollicutes_RF39_unclassified,0.0
g__Moraxella,0.012702074
g__Muribaculaceae_unclassified,0.0
g__Muribaculum,0.0
g__Mycoplasma,0.011495538
g__Negativibacillus,0.013407627
g__Neisseria,0.0
g__Neisseriaceae_unclassified,0.0
g__Oribacterium,0.0036823358
g__Oscillibacter,0.0062670107
g__P5D1-392_unclassified,0.0074447617
g__Pantoea,0.0
g__Parabacteroides,0.0023630208
g__Paracaedibacteraceae_unclassified,0.0051011653
g__Paracoccus,0.0
g__Parasutterella,0.00833241
g__Parvimonas,0.0
g__Pasteurellales_unclassified,0.013432029
g__Pelomonas,0.036408108
g__Peptococcus,0.0
g__Peptostreptococcaceae_unclassified,0.01919609
g__Phascolarctobacterium,0.014316409
g__Phocaeicola,0.0053275763
g__Porphyromonas,0.00088017015
g__Prevotella,0.0018324055
g__Prevotella_2,0.013625015
g__Prevotellaceae_UCG-001,0.005172801
g__Prevotellaceae_UCG-004,0.006248599
g__Prevotellaceae_unclassified,0.012090673
g__Proteiniphilum,0.0
g__Pseudoalteromonas,0.011146447
g__Pygmaiobacter,0.0032990514
g__Ralstonia,0.0
g__Rikenellaceae_RC9_gut_group,0.0009093648
g__Romboutsia,0.0009644197
g__Roseburia,0.0
g__Rothia,0.010195168
g__Ruminiclostridium_9,0.0016679261
g__Ruminococcaceae_NK4A214_group,0.0071774353
g__Ruminococcaceae_UCG-005,0.015907582
g__Ruminococcaceae_UCG-013,0.013767851
g__Ruminococcaceae_UCG-014,0.0
g__Ruminococcus]_gnavus_group,0.0
g__Ruminococcus_1,0.016519574
g__Saccharimonadales_unclassified,0.0036786993
g__Saccharofermentans,0.0
g__Scardovia,0.0
g__Selenomonas_3,0.0
g__Slackia,0.0012852087
g__Solobacterium,0.0060339863
g__Sphingobium,0.0
g__Sphingomonas,0.026767371
g__Streptobacillus,0.0
g__Streptococcaceae_unclassified,0.0
g__Streptococcus,0.0068041477
g__Subdoligranulum,0.0
g__Subgroup_2_unclassified,0.0
g__Tannerella,0.01874437
g__Treponema_2,0.0014757969
g__Trichococcus,0.029867638
g__Turicibacter,0.0
g__UBA1819,0.0
g__Undibacterium,0.001920899
g__Vagococcus,0.0026365803
g__Veillonellaceae_unclassified,0.00886434
g__Vogesella,0.0011530669
g__W5053,0.0054248916
g__Xanthobacteraceae_unclassified,0.010603039
g__unclassified,0.0
