feature,importance
g__Abiotrophia,0.0058004064
g__Absconditabacteriales_(SR1)_unclassified,0.0025862947
g__Acidaminococcus,0.008626193
g__Acidibacter,0.0053373775
g__Actinobacillus,0.0043815863
g__Actinobacteria_unclassified,0.008003272
g__Actinomycetospora,0.0056688697
g__Aerococcaceae_unclassified,0.007944112
g__Agathobacter,0.0058878083
g__Aggregatibacter,0.0065116235
g__Akkermansia,0.004850563
g__Alistipes,0.0034735156
g__Alloscardovia,0.0
g__Alysiella,0.005318059
g__Anaeroglobus,0.0039288905
g__Anaerostipes,0.005487912
g__Bacilli_unclassified,0.0058490937
g__Bacteriovorax,0.0031979443
g__Bacteroidales_unclassified,0.013106607
g__Bacteroidetes_unclassified,0.0056194235
g__Bergeyella,0.0067084464
g__Betaproteobacteria_unclassified,0.00339908
g__Bifidobacterium,0.003943701
g__Bilophila,0.0063733095
g__Blvii28_wastewater-sludge_group,0.005451174
g__Bulleidia,0.007703064
g__Butyricicoccus,0.0064130602
g__C39,0.0
g__CAG-56,0.005084111
g__Candidatus_Saccharibacteria_unclassified,0.0028220196
g__Candidatus_Saccharimonas,0.006220087
g__Candidatus_Soleaferrea,0.0062558106
g__Capnocytophaga,0.006762044
g__Catenibacterium,0.0057913363
g__Catonella,0.0029278055
g__Chloroplast_unclassified,0.0027034192
g__Christensenellaceae_R-7_group,0.011628277
g__Clostridiales_unclassified,0.005708839
g__Clostridiales_vadinBB60_group_unclassified,0.0057687163
g__Clostridium_sensu_stricto_1,0.0062091006
g__Collinsella,0.0
g__Comamonadaceae_unclassified,0.004987166
g__Comamonas,0.005116101
g__Coprococcus_3,0.0045098825
g__Corynebacterium,0.0033027204
g__Cryptobacterium,0.004591435
g__Curvibacter,0.0076657273
g__Cutibacterium,0.007353199
g__Cytophaga,0.0042553362
g__DNF00809,0.0
g__Defluviitaleaceae_UCG-011,0.005055959
g__Deinococcus,0.0066620423
g__Desulfobulbus,0.0069985883
g__Desulfomicrobium,0.0
g__Desulfoplanes,0.0071142707
g__Desulfovibrio,0.003100749
g__Desulfovibrionaceae_unclassified,0.004403385
g__Dialister,0.0044138795
g__Dorea,0.006006496
g__Eggerthellaceae_unclassified,0.010147956
g__Eikenella,0.0028191977
g__Enhydrobacter,0.00335301
g__Enterobacter,0.0064830733
g__Enterorhabdus,0.0
g__Erysipelatoclostridium,0.0069537503
g__Erysipelotrichaceae_UCG-003,0.005149946
g__Escherichia,0.012265758
g__Escherichia-Shigella,0.005656182
g__Eubacterium]_brachy_group,0.006239733
g__Eubacterium]_coprostanoligenes_group,0.0079758875
g__Eubacterium]_hallii_group,0.003885477
g__Eubacterium]_saphenum_group,0.006575652
g__Ezakiella,0.010597403
g__F0058,0.007042371
g__F0332,0.0051428443
g__Family_XIII_UCG-001,0.008833735
g__Family_XIII_unclassified,0.0031827241
g__Filifactor,0.0030396013
g__Finegoldia,0.0042681326
g__Flavobacteriales_unclassified,0.006266583
g__Flavonifractor,0.004340495
g__Fretibacterium,0.00568171
g__Fusobacterium,0.0050951825
g__Gammaproteobacteria_unclassified,0.004506078
g__Gardnerella,0.0022035139
g__Gordonia,0.0035012972
g__Gracilibacteria_unclassified,0.0036813605
g__Granulicatella,0.0055408026
g__Helicobacter,0.008427042
g__Herbinix,0.0056825955
g__Howardella,0.0067984276
g__Insolitispirillum,0.0063771377
g__Intestinibacter,0.0027347433
g__Intestinimonas,0.005072866
g__Izimaplasmatales_unclassified,0.0065463358
g__JGI_0000069-P22_unclassified,0.0015179011
g__Johnsonella,0.0053851423
g__Klebsiella,0.0050291712
g__Lachnoclostridium,0.008935445
g__Lachnospiraceae_NK4A136_group,0.004906299
g__Lachnospiraceae_UCG-006,0.0072029494
g__Lachnospiraceae_unclassified,0.006065124
g__Lactobacillales_unclassified,0.0056691724
g__Lautropia,0.0045446404
g__Lentimicrobiaceae_unclassified,0.0057309354
g__Luteimonas,0.0047139428
g__Massilia,0.0
g__Megamonas,0.0074907616
g__Megasphaera,0.0
g__Micrococcus,0.008504228
g__Mobiluncus,0.0070105335
g__Mollicutes_RF39_unclassified,0.0049529336
g__Moraxella,0.007850006
g__Muribaculaceae_unclassified,0.0058358186
g__Muribaculum,0.0064062052
g__Mycoplasma,0.010013511
g__Negativibacillus,0.007158782
g__Neisseria,0.0039523602
g__Neisseriaceae_unclassified,0.0068175015
g__Oribacterium,0.0047548385
g__Oscillibacter,0.006021184
g__P5D1-392_unclassified,0.006936176
g__Pantoea,0.0052578435
g__Parabacteroides,0.0057422393
g__Paracaedibacteraceae_unclassified,0.0055776224
g__Paracoccus,0.005311991
g__Parasutterella,0.007796727
g__Parvimonas,0.003329979
g__Pasteurellales_unclassified,0.0039929245
g__Pelomonas,0.006445999
g__Peptococcus,0.004564643
g__Peptostreptococcaceae_unclassified,0.006165833
g__Phascolarctobacterium,0.0042425473
g__Phocaeicola,0.005210322
g__Porphyromonas,0.005376299
g__Prevotella,0.0027257497
g__Prevotella_2,0.008805357
g__Prevotellaceae_UCG-001,0.004686964
g__Prevotellaceae_UCG-004,0.010764849
g__Prevotellaceae_unclassified,0.0060942257
g__Proteiniphilum,0.010478837
g__Pseudoalteromonas,0.010095284
g__Pygmaiobacter,0.009035451
g__Ralstonia,0.0068756654
g__Rikenellaceae_RC9_gut_group,0.0074221343
g__Romboutsia,0.007405263
g__Roseburia,0.006236136
g__Rothia,0.00602307
g__Ruminiclostridium_9,0.0042597135
g__Ruminococcaceae_NK4A214_group,0.0065876287
g__Ruminococcaceae_UCG-005,0.007093419
g__Ruminococcaceae_UCG-013,0.005420581
g__Ruminococcaceae_UCG-014,0.005140029
g__Ruminococcus]_gnavus_group,0.010108483
g__Ruminococcus_1,0.0076708314
g__Saccharimonadales_unclassified,0.0028024884
g__Saccharofermentans,0.006470229
g__Scardovia,0.0047141123
g__Selenomonas_3,0.0052181003
g__Slackia,0.009149049
g__Solobacterium,0.004182204
g__Sphingobium,0.0
g__Sphingomonas,0.010715504
g__Streptobacillus,0.0
g__Streptococcaceae_unclassified,0.008060239
g__Streptococcus,0.0056918394
g__Subdoligranulum,0.0020744286
g__Subgroup_2_unclassified,0.0029169705
g__Tannerella,0.006947142
g__Treponema_2,0.0043455553
g__Trichococcus,0.0062537207
g__Turicibacter,0.007226747
g__UBA1819,0.0035197514
g__Undibacterium,0.0069040502
g__Vagococcus,0.0041133184
g__Veillonellaceae_unclassified,0.0056855557
g__Vogesella,0.002148064
g__W5053,0.0060827336
g__Xanthobacteraceae_unclassified,0.0076965126
g__unclassified,0.0046730516
