feature,importance
g__Abiotrophia,0.011532203
g__Actinobacillus,0.012017756
g__Aerococcaceae_unclassified,0.011124747
g__Agathobacter,0.01977022
g__Aggregatibacter,0.022642486
g__Alloscardovia,0.027199667
g__Alysiella,0.016460642
g__Anaerostipes,0.021125287
g__Bacteroidetes_unclassified,0.012976627
g__Bifidobacterium,0.0073362254
g__Bilophila,0.0073367087
g__Blautia,0.017959736
g__Blvii28_wastewater-sludge_group,0.021644635
g__Butyricicoccus,0.013487425
g__Butyrivibrio_2,0.019616608
g__Capnocytophaga,0.032180347
g__Citrobacter,0.017932454
g__Clostridium_sensu_stricto_1,0.026636353
g__Collinsella,0.010896113
g__Corynebacterium,0.023342848
g__Curvibacter,0.017862765
g__Cutibacterium,0.026731497
g__Defluviitaleaceae_UCG-011,0.013982178
g__Desulfobulbus,0.022761958
g__Desulfovibrionaceae_unclassified,0.016048789
g__Eikenella,0.016965987
g__Erysipelotrichaceae_UCG-003,0.015711661
g__Eubacterium]_brachy_group,0.024386266
g__Eubacterium]_saphenum_group,0.007886081
g__F0332,0.012966089
g__Faecalibacterium,0.03086937
g__Family_XIII_unclassified,0.0078164125
g__Filifactor,0.010806526
g__Fretibacterium,0.010788467
g__JGI_0000069-P22_unclassified,0.015176854
g__Klebsiella,0.0106498245
g__Lachnospiraceae_unclassified,0.02017447
g__Lactobacillus,0.013391333
g__Lautropia,0.010922373
g__Lentimicrobiaceae_unclassified,0.018103302
g__Megasphaera,0.0077521843
g__Mollicutes_RF39_unclassified,0.014400418
g__Moraxella,0.018504262
g__Mycoplasma,0.020565674
g__Neisseriaceae_unclassified,0.018163735
g__Parabacteroides,0.022653345
g__Parvimonas,0.004311697
g__Peptostreptococcaceae_unclassified,0.017133934
g__Phascolarctobacterium,0.019206148
g__Prevotella_2,0.023862943
g__Prevotellaceae_UCG-001,0.010773135
g__Quinella,0.007010752
g__Ruminococcaceae_NK4A214_group,0.013571281
g__Ruminococcaceae_UCG-005,0.021542966
g__Ruminococcus]_torques_group,0.017886134
g__Scardovia,0.010949649
g__Selenomonas_3,0.005241127
g__Solobacterium,0.018699374
g__Subdoligranulum,0.01758091
g__Treponema_2,0.021097645
g__Vibrio,0.011871471
