feature,importance
g__ADurb.Bin063-1,0.0076488107
g__Acidaminococcus,0.00308215
g__Acidithiobacillus,0.0023081398
g__Acidobacteria_unclassified,0.0042333887
g__Acidovorax,0.0046513337
g__Actinobacillus,0.0032744433
g__Actinomycetales_unclassified,0.002672317
g__Actinomycetospora,0.0031318162
g__Adlercreutzia,0.0029370051
g__Aerococcaceae_unclassified,0.0031438554
g__Agathobacter,0.004844576
g__Aggregatibacter,0.0037206914
g__Alkanindiges,0.004699441
g__Allobaculum,0.0038153052
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0039748703
g__Alphaproteobacteria_unclassified,0.0023166551
g__Altererythrobacter,0.0031626977
g__Alysiella,0.0035299633
g__Aminicenantales_unclassified,0.0040201666
g__Anaerolineaceae_unclassified,0.0034481657
g__Anaeroplasma,0.0034383968
g__Anaerotruncus,0.004158932
g__Aquabacterium,0.0043703592
g__Arcobacter,0.0035243393
g__Azospira,0.0038744248
g__Azospirillum,0.003316503
g__Bacillales_unclassified,0.0037300051
g__Bacteroides,0.004218967
g__Bdellovibrio,0.0051453994
g__Betaproteobacteria_unclassified,0.004377073
g__Blvii28_wastewater-sludge_group,0.0043457714
g__Bradyrhizobium,0.0052613947
g__Brevibacterium,0.0026446874
g__Brevundimonas,0.0052775447
g__Bryobacter,0.0029099733
g__Bulleidia,0.004075767
g__Burkholderiaceae_unclassified,0.0038541583
g__Burkholderiales_unclassified,0.0040332074
g__Butyricicoccus,0.0043258457
g__Butyrivibrio_2,0.0041473387
g__Caenimonas,0.0040944694
g__Candidatus_Pacebacteria_unclassified,0.0029610824
g__Candidatus_Saccharimonas,0.0023014075
g__Candidatus_Solibacter,0.0031825108
g__Candidatus_Stoquefichus,0.0044597164
g__Catenibacterium,0.004473047
g__Catonella,0.0029223133
g__Caulobacter,0.0038450914
g__Caulobacteraceae_unclassified,0.0019812775
g__Chitinimonas,0.00084466615
g__Chloroplast_unclassified,0.0017713696
g__Christensenellaceae_R-7_group,0.004950326
g__Christensenellaceae_unclassified,0.005352377
g__Chromobacterium,0.004355072
g__Chryseobacterium,0.0040992284
g__Cloacibacterium,0.0035058628
g__Clostridiales_unclassified,0.002462664
g__Clostridiales_vadinBB60_group_unclassified,0.0028440598
g__Clostridium,0.002991939
g__Clostridium_sensu_stricto_1,0.004216583
g__Cm1-21,0.0040792297
g__Collinsella,0.0029253236
g__Coprobacter,0.0057754945
g__Coprococcus_2,0.0042774905
g__Coprococcus_3,0.004447374
g__Coriobacteriaceae_unclassified,0.0036848946
g__Corynebacterium_1,0.0038989692
g__DNF00809,0.004173605
g__Defluviitaleaceae_UCG-011,0.0032767942
g__Deinococcus,0.0038578836
g__Delftia,0.0023100004
g__Dermacoccus,0.0033119135
g__Desulfovibrio,0.003096899
