feature,importance
g__ADurb.Bin063-1,0.0008005284
g__Abiotrophia,0.0017781147
g__Absconditabacteriales_(SR1)_unclassified,0.00064411934
g__Acetatifactor,0.0029126569
g__Acetobacter,0.0024935694
g__Acholeplasma,0.0047456
g__Acidaminococcus,0.00057755905
g__Acidibacter,0.0023362823
g__Acidipila,0.0034984867
g__Acidithiobacillus,0.0011057956
g__Acidobacteria_unclassified,0.0013339891
g__Acidobacteriaceae_unclassified,0.00084348547
g__Acidobacteriales_unclassified,0.0013312432
g__Acidovorax,0.00065266364
g__Acinetobacter,0.0024255374
g__Actinobacillus,0.003334171
g__Actinobacteria_unclassified,0.0029536777
g__Actinomyces,0.0023165017
g__Actinomycetaceae_unclassified,0.0021675546
g__Actinomycetales_unclassified,0.0004022115
g__Actinomycetospora,0.0009990846
g__Adlercreutzia,0.00085432106
g__Aeriscardovia,0.0006195537
g__Aerococcaceae_unclassified,0.0005326727
g__Aeromonas,0.0009823204
g__Agathobacter,0.0
g__Aggregatibacter,0.0015891038
g__Akkermansia,0.0016669349
g__Alistipes,0.0011618639
g__Alkanindiges,0.0016846972
g__Allisonella,0.0009132492
g__Allobaculum,0.0016944127
g__Alloprevotella,0.0019444983
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0023952138
g__Alloscardovia,0.0025704638
g__Alphaproteobacteria_unclassified,0.003063076
g__Alsobacter,0.004613406
g__Altererythrobacter,0.002901157
g__Alysiella,0.0023171336
g__Aminicenantales_unclassified,0.0031031563
g__Anaerococcus,0.00061554956
g__Anaeroglobus,0.0
g__Anaerolineaceae_unclassified,0.0045654112
g__Anaeroplasma,0.004352621
g__Anaerostipes,0.0012164168
g__Anaerotaenia,0.00047319324
g__Anaerotruncus,0.0065801856
g__Anaerovorax,0.0008297804
g__Angelakisella,0.0
g__Aquabacterium,0.00043684462
g__Aquincola,0.000888764
g__Arcobacter,0.0033627728
g__Asaccharobacter,0.0007001476
g__Asticcacaulis,0.00251579
g__Atopobiaceae_unclassified,0.0
g__Atopobium,0.0055958275
g__Azohydromonas,0.0010922868
g__Azospira,0.0028987008
g__Azospirillum,0.0
g__Bacillales_unclassified,0.00066996453
g__Bacilli_unclassified,0.0018583701
g__Bacillus,0.002085756
g__Bacteriovorax,0.00041454358
g__Bacteroidales_unclassified,0.004013789
g__Bacteroides,0.0002913323
g__Bacteroidetes_unclassified,0.0010219028
g__Barnesiella,0.00083342945
g__Bavariicoccus,0.0050322986
g__Bdellovibrio,0.0019128602
g__Beijerinckiaceae_unclassified,0.0022351902
g__Bergeyella,0.0013615625
g__Betaproteobacteria_unclassified,0.008609713
g__Bifidobacterium,0.0052912803
g__Bilophila,0.0029558858
g__Blautia,0.0048424876
g__Blvii28_wastewater-sludge_group,0.0018867344
g__Bordetella,0.0020746714
g__Bosea,0.00121835
g__Bradyrhizobium,0.0008487067
g__Brevibacterium,0.0011494308
g__Brevundimonas,0.0024684982
g__Bryobacter,0.0010567816
g__Bulleidia,0.0
g__Burkholderia-Caballeronia-Paraburkholderia,0.004576234
g__Burkholderiaceae_unclassified,0.0013400703
g__Burkholderiales_unclassified,0.004922289
g__Butyricicoccus,0.0025182292
g__Butyricimonas,0.001419498
g__Butyrivibrio_2,0.0029112375
g__C1-B045,0.0007343827
g__C39,0.004192552
g__CAG-56,0.00043948076
g__Caenimonas,0.0006941819
g__Campylobacter,0.0016746174
g__Candidatus_Arthromitus,0.00075807184
g__Candidatus_Endomicrobium,0.0015668268
g__Candidatus_Pacebacteria_unclassified,0.0
g__Candidatus_Saccharibacteria_unclassified,0.0023469105
g__Candidatus_Saccharimonas,0.0014802951
g__Candidatus_Soleaferrea,0.00093623536
g__Candidatus_Solibacter,0.0010016535
g__Candidatus_Stoquefichus,0.0013530076
g__Capnocytophaga,0.0013332455
g__Cardiobacterium,0.001919538
g__Catabacter,0.0026700392
g__Catenibacterium,0.0021806865
