feature,importance
g__ADurb.Bin063-1,0.0
g__Abiotrophia,0.00026237997
g__Absconditabacteriales_(SR1)_unclassified,0.0
g__Acetatifactor,0.0
g__Acetobacter,0.0016182596
g__Acholeplasma,0.0014838777
g__Acidaminococcus,0.0
g__Acidibacter,0.007354026
g__Acidipila,0.0
g__Acidithiobacillus,0.0
g__Acidobacteria_unclassified,0.0030265455
g__Acidobacteriaceae_unclassified,0.002351794
g__Acidobacteriales_unclassified,0.0017185289
g__Acidovorax,0.0023598277
g__Acinetobacter,0.0
g__Actinobacillus,0.0010848955
g__Actinobacteria_unclassified,0.0015779005
g__Actinomyces,0.0027936222
g__Actinomycetaceae_unclassified,0.006177069
g__Actinomycetales_unclassified,0.0
g__Actinomycetospora,0.0
g__Adlercreutzia,0.0
g__Aeriscardovia,0.0
g__Aerococcaceae_unclassified,0.0
g__Aeromonas,0.00600193
g__Agathobacter,0.0055292333
g__Aggregatibacter,0.0021159598
g__Akkermansia,0.0
g__Alistipes,0.0022119416
g__Alkanindiges,0.0
g__Allisonella,0.0069998046
g__Allobaculum,0.0
g__Alloprevotella,0.0
g__Allorhizobium-Neorhizobium-Pararhizobium-Rhizobium,0.0
g__Alloscardovia,0.0054504527
g__Alphaproteobacteria_unclassified,0.0
g__Alsobacter,0.0023647067
g__Altererythrobacter,0.0
g__Alysiella,0.0033831676
g__Aminicenantales_unclassified,0.0
g__Anaerococcus,0.0
g__Anaeroglobus,0.0005622786
g__Anaerolineaceae_unclassified,0.0009129107
g__Anaeroplasma,0.0070752036
g__Anaerostipes,0.0
g__Anaerotaenia,0.0043801274
g__Anaerotruncus,0.00096894876
g__Anaerovorax,0.0022179207
g__Angelakisella,0.0
g__Aquabacterium,0.0
g__Aquincola,0.0
g__Arcobacter,0.0
g__Asaccharobacter,0.0043951753
g__Asticcacaulis,0.0
g__Atopobiaceae_unclassified,0.004922537
g__Atopobium,0.0
g__Azohydromonas,0.0
g__Azospira,0.0024065
g__Azospirillum,0.002361889
g__Bacillales_unclassified,0.0
g__Bacilli_unclassified,0.0010197223
g__Bacillus,0.0021863328
g__Bacteriovorax,0.0
g__Bacteroidales_unclassified,0.006272958
g__Bacteroides,0.008928046
g__Bacteroidetes_unclassified,0.0
g__Barnesiella,0.0017474204
g__Bavariicoccus,0.0
g__Bdellovibrio,0.0
g__Beijerinckiaceae_unclassified,0.0054702777
g__Bergeyella,0.0024633498
g__Betaproteobacteria_unclassified,0.0
g__Bifidobacterium,0.0
g__Bilophila,0.0011788347
g__Blautia,0.0024808017
g__Blvii28_wastewater-sludge_group,0.002458521
g__Bordetella,0.0
g__Bosea,0.0
g__Bradyrhizobium,0.0
g__Brevibacterium,0.0
g__Brevundimonas,0.0018932045
g__Bryobacter,0.0
g__Bulleidia,0.0018228943
g__Burkholderia-Caballeronia-Paraburkholderia,0.0028516243
g__Burkholderiaceae_unclassified,0.0016040708
g__Burkholderiales_unclassified,0.0023134954
g__Butyricicoccus,0.0012864519
g__Butyricimonas,0.0
g__Butyrivibrio_2,0.0012005062
g__C1-B045,0.0037244675
g__C39,0.003612913
g__CAG-56,0.0020590248
g__Caenimonas,0.0
g__Campylobacter,0.0028758103
g__Candidatus_Arthromitus,0.0
g__Candidatus_Endomicrobium,0.0041467315
g__Candidatus_Pacebacteria_unclassified,0.0014670766
g__Candidatus_Saccharibacteria_unclassified,0.0
g__Candidatus_Saccharimonas,0.0057973918
g__Candidatus_Soleaferrea,0.0016113544
g__Candidatus_Solibacter,0.0
g__Candidatus_Stoquefichus,0.0033180916
g__Capnocytophaga,0.004822256
g__Cardiobacterium,0.0011813856
g__Catabacter,0.005568456
g__Catenibacterium,0.0
g__Catonella,0.0059847403
g__Caulobacter,0.0
g__Caulobacteraceae_unclassified,0.0012149146
g__Centipeda,0.0
g__Chitinimonas,0.0
g__Chitinophagaceae_unclassified,0.0
g__Chloroplast_unclassified,0.0010466302
g__Christensenellaceae_R-7_group,0.0039816527
g__Christensenellaceae_unclassified,0.0
g__Chromobacterium,0.0032034146
g__Chryseobacterium,0.0
g__Chujaibacter,0.00096786924
g__Citrobacter,0.0037866768
g__Cloacibacterium,0.00013808026
g__Clostridiales_Family_XIV._Incertae_Sedis_unclassified,0.0
g__Clostridiales_unclassified,0.0002411099
g__Clostridiales_vadinBB60_group_unclassified,0.0
g__Clostridioides,0.0015576553
g__Clostridium,0.004162351
g__Clostridium_sensu_stricto_1,0.0
g__Clostridium_sensu_stricto_10,0.0
g__Clostridium_sensu_stricto_3,0.0031560513
g__Cm1-21,0.0047025555
g__Collinsella,0.0018550948
g__Comamonadaceae_unclassified,0.0
g__Comamonas,0.00275222
g__Coprobacillus,0.0
g__Coprobacter,0.0
g__Coprococcus_1,0.0
g__Coprococcus_2,0.0
g__Coprococcus_3,0.004764111
g__Coriobacteriaceae_unclassified,0.004943601
g__Coriobacteriales_Incertae_Sedis_unclassified,0.004019014
g__Corynebacterium,0.0040513664
g__Corynebacterium_1,0.0014879938
g__Cryptobacterium,0.0013881954
g__Curvibacter,0.0046181604
g__Cutibacterium,0.005930464
g__Cytophaga,0.003185012
g__DNF00809,0.0
g__Dechloromonas,0.0
g__Dechlorosoma,0.0
g__Defluviitaleaceae_UCG-011,0.0
g__Deinococcus,0.0049364856
g__Delftia,0.0012165257
g__Dermacoccus,0.0
g__Dermatophilaceae_unclassified,0.0029044764
g__Desulfobulbus,0.005472614
g__Desulfomicrobium,0.002370056
g__Desulfoplanes,0.0032812827
g__Desulfovibrio,4.4791115e-05
g__Desulfovibrionaceae_unclassified,0.0023087699
g__Dialister,0.0
g__Dolosigranulum,0.010248148
g__Dorea,0.0014788433
g__Dubosiella,0.0010847419
g__Duganella,0.0
g__Duncaniella,0.0037271648
g__Dyella,0.0030863096
g__Dysgonomonas,0.0
g__Eggerthella,0.0
g__Eggerthellaceae_unclassified,0.003007206
g__Eggerthia,0.0023492516
g__Eikenella,0.0009145388
g__Eisenbergiella,0.0
g__Elizabethkingia,0.0
g__Ellin6067,0.007214226
g__Elsterales_unclassified,0.0012547362
g__Elusimicrobium,0.0019397546
g__Emticicia,0.0
g__Endobacter,0.0032453828
g__Enhydrobacter,0.0
g__Enorma,0.0
g__Ensifer,0.0
g__Enterobacter,0.004645802
g__Enterobacterales_unclassified,0.0033146162
g__Enterobacteriaceae_unclassified,0.00021804347
g__Enterococcus,0.002062541
g__Enterorhabdus,0.0
g__Epulopiscium,0.0
g__Erysipelatoclostridium,0.002637986
g__Erysipelothrix,0.0
g__Erysipelotrichaceae_UCG-003,0.003553731
g__Erysipelotrichaceae_UCG-004,0.0011353537
