feature,importance
g__ADurb.Bin063-1,0.0027816433
g__Abiotrophia,0.0028042148
g__Absconditabacteriales_(SR1)_unclassified,0.0019684858
g__Acetatifactor,0.0036635837
g__Acholeplasma,0.0027073503
g__Acidaminococcus,0.0013704703
g__Acidobacteria_unclassified,0.0030848116
g__Acidobacteriaceae_unclassified,0.0038672588
g__Acinetobacter,0.0029652028
g__Actinobacillus,0.0018772692
g__Actinobacteria_unclassified,0.0032637694
g__Actinomyces,0.002963722
g__Actinomycetaceae_unclassified,0.0023711803
g__Actinomycetospora,0.0041858507
g__Adlercreutzia,0.0024529696
g__Aerococcaceae_unclassified,0.002689186
g__Aeromonas,0.0020847502
g__Agathobacter,0.0020663135
g__Aggregatibacter,0.0022642487
g__Akkermansia,0.0024678002
g__Alistipes,0.0021316046
g__Alkanindiges,0.00123915
g__Alloprevotella,0.0036168902
g__Alloscardovia,0.0027544512
g__Alphaproteobacteria_unclassified,0.0016918844
g__Alsobacter,0.0018778397
g__Altererythrobacter,0.0028156405
g__Alysiella,0.0025448508
g__Anaeroglobus,0.001307963
g__Anaerolineaceae_unclassified,0.002236709
g__Anaerostipes,0.0028993345
g__Anaerotaenia,0.0015928661
g__Angelakisella,0.0016755762
g__Arcobacter,0.0018669547
g__Asaccharobacter,0.0019519607
g__Atopobium,0.0015175972
g__Azospira,0.0027239323
g__Bacillales_unclassified,0.001830425
g__Bacilli_unclassified,0.0031386479
g__Bacillus,0.0028239237
g__Bacteroidales_unclassified,0.0032492091
g__Bacteroides,0.0020236254
g__Bacteroidetes_unclassified,0.0021652593
g__Barnesiella,0.0024208277
g__Bdellovibrio,0.0032244003
g__Beijerinckiaceae_unclassified,0.004119611
g__Bergeyella,0.0029517305
g__Betaproteobacteria_unclassified,0.0027920215
g__Bifidobacterium,0.002641655
g__Bilophila,0.0025795174
g__Blautia,0.0017447012
g__Blvii28_wastewater-sludge_group,0.002159007
g__Bradyrhizobium,0.002385833
g__Brevundimonas,0.0027057943
g__Bryobacter,0.0022808851
g__Bulleidia,0.0016931422
g__Burkholderia-Caballeronia-Paraburkholderia,0.0026888289
g__Burkholderiaceae_unclassified,0.0030072045
g__Burkholderiales_unclassified,0.0028467074
g__Butyricicoccus,0.0035106174
g__Butyricimonas,0.0026020836
g__Butyrivibrio_2,0.001521108
g__C1-B045,0.0030995272
g__CAG-56,0.0020968588
g__Caenimonas,0.0019839755
g__Campylobacter,0.0018102063
g__Candidatus_Arthromitus,0.0021704577
g__Candidatus_Endomicrobium,0.0043934193
g__Candidatus_Saccharibacteria_unclassified,0.0025645914
g__Candidatus_Saccharimonas,0.0015763956
g__Candidatus_Soleaferrea,0.004272464
g__Candidatus_Solibacter,0.0022606615
g__Capnocytophaga,0.0035103434
g__Cardiobacterium,0.0018091169
g__Catabacter,0.0018923882
g__Catenibacterium,0.003046906
g__Catonella,0.0029134392
g__Caulobacteraceae_unclassified,0.0020673557
g__Centipeda,0.0033805524
g__Chitinophagaceae_unclassified,0.0
g__Chloroplast_unclassified,0.002421345
g__Christensenellaceae_R-7_group,0.0017197959
g__Chromobacterium,0.0031952108
g__Citrobacter,0.0033515482
g__Clostridiales_Family_XIV._Incertae_Sedis_unclassified,0.0017162143
g__Clostridiales_unclassified,0.0025911073
g__Clostridiales_vadinBB60_group_unclassified,0.0016983477
g__Clostridioides,0.0029422662
g__Clostridium,0.0016767555
g__Clostridium_sensu_stricto_1,0.0033166953
g__Cm1-21,0.0037444856
g__Comamonadaceae_unclassified,0.0025288258
g__Comamonas,0.0023837013
g__Coprobacillus,0.0013606366
g__Coprobacter,0.0018496484
g__Coprococcus_1,0.0017637293
g__Coprococcus_3,0.0034904552
g__Coriobacteriales_Incertae_Sedis_unclassified,0.0025971336
g__Corynebacterium,0.0031846892
g__Cryptobacterium,0.0021234115
g__Curvibacter,0.0036240756
g__Cutibacterium,0.0033725782
g__Cytophaga,0.0028683285
g__DNF00809,0.0024489556
g__Dechloromonas,0.0019391611
g__Defluviitaleaceae_UCG-011,0.0019997128
g__Deinococcus,0.0021504725
g__Dermacoccus,0.0012425345
g__Desulfobulbus,0.0042544384
g__Desulfomicrobium,0.0011915683
g__Desulfoplanes,0.0012300767
g__Desulfovibrio,0.0019276444
g__Dialister,0.0026676392
g__Duncaniella,0.0019467612
g__Eggerthella,0.0012873389
g__Eggerthellaceae_unclassified,0.0017932566
g__Eikenella,0.0023014497
g__Eisenbergiella,0.0026059488
g__Elizabethkingia,0.0011908881
g__Ellin6067,0.002708479
g__Elusimicrobium,0.003099904
g__Emticicia,0.0027559167
g__Endobacter,0.0038180463
g__Enhydrobacter,0.0027357033
g__Enorma,0.001937622
g__Enterobacter,0.0026264954
g__Enterococcus,0.0035423357
g__Enterorhabdus,0.001844387
g__Epulopiscium,0.0016682952
g__Erysipelothrix,0.0015973147
g__Erysipelotrichaceae_UCG-003,0.0035724416
g__Escherichia,0.001923816
g__Escherichia-Shigella,0.0030319276
g__Eubacterium,0.0019077399
g__Eubacterium]_brachy_group,0.0021176902
g__Eubacterium]_coprostanoligenes_group,0.0032687476
g__Eubacterium]_eligens_group,0.0015611943
g__Eubacterium]_hallii_group,0.0033149165
g__Eubacterium]_oxidoreducens_group,0.00386817
g__Eubacterium]_ruminantium_group,0.002071064
g__Eubacterium]_saphenum_group,0.0021783214
g__Eubacterium]_ventriosum_group,0.0028069718
g__Eubacterium]_xylanophilum_group,0.0026818374
g__Eubacterium]_yurii_group,0.0022453747
g__Ezakiella,0.0028650984
g__F0058,0.0026571022
g__F0332,0.0024851297
g__F082_unclassified,0.0023680977
g__FCPS473,0.0020593558
g__Faecalibacterium,0.0015895533
g__Faecalimonas,0.0018509908
g__Family_XIII_UCG-001,0.0031918052
g__Family_XIII_unclassified,0.002661938
g__Fastidiosipila,0.0017475749
g__Fibrella,0.0035529777
g__Filifactor,0.0029107106
g__Finegoldia,0.0016908521
g__Firmicutes_unclassified,0.0022398653
g__Flavobacteriaceae_unclassified,0.0038569053
g__Flavobacteriales_unclassified,0.0036830052
g__Flavonifractor,0.0019034243
g__Flexilinea,0.00090966775
g__Fusicatenibacter,0.002471373
g__Fusobacterium,0.0019508416
g__GCA-900066225,0.003385239
g__Gaiellales_unclassified,0.0040937806
g__Gammaproteobacteria_unclassified,0.0026662124
g__Gardnerella,0.0022700615
g__Gastranaerophilales_unclassified,0.00407149
g__Gemmobacter,0.0021211172
g__Geobacillus,0.0017820963
g__Geodermatophilus,0.0030596522
g__Glucerabacter,0.0014490805
g__Gordonia,0.0027038013
g__Gordonibacter,0.0028328411
g__Gracilibacteria_unclassified,0.0014325451
g__Granulicatella,0.0017691003
g__Haemophilus,0.003254037
g__Helicobacter,0.0019413537
g__Herbinix,0.002613368
g__Howardella,0.003309224
g__Hydrogenophaga,0.0021330423
g__Hyphomicrobium,0.0021308255
g__IMCC26256_unclassified,0.003434039
g__Insolitispirillum,0.0028912723
g__Intestinibacter,0.0026391454
g__Intestinimonas,0.0029820392
g__Izimaplasmatales_unclassified,0.0027346213
g__JGI_0000069-P22_unclassified,0.0012529845
g__Johnsonella,0.0020326255
g__KD4-96_unclassified,0.003014582
g__KF-JG30-C25_unclassified,0.0019563083
g__Kineothrix,0.0021956547
g__Kinneretia,0.002927441
g__Klebsiella,0.0023419366
